Delivery Challan ID,Challan Date,Delivery Challan Number,Challan Type,Status,Invoice Status,Branch ID,Branch Name,Customer ID,Customer Name,Place of Supply,GST Treatment,GST Identification Number (GSTIN),Is Inclusive Tax,Template Name,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Amount,Entity Discount Percent,Item Name,MRP,Product ID,SKU,Kit Combo Item Name,Account,Item Desc,QuantityOrdered,QuantityInvoiced,Usage unit,Item Price,Discount,Discount Amount,HSN/SAC,Is Tax Calculated on Label Price,Warehouse Name,Supply Type,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Tax Authority,Item Tax Exemption Reason,Item Type,Loaction,Item Total,SubTotal,Total,Item.CF.No of pcs in Master carton,CF.Dispatched Through,CF.Tracking No,CF.Send By
99381000019570185,2024-12-31,DC-00850,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-101 (A12PRO-(M)),,99381000015796532,A121,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB, 11.6'' IPS SCREEN, 80mm THERMAL PRINTER",1.00,0.00,nos,21500.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3870.00,Tax Group,,,goods,,21500.00,40500.00,47790.00,,ST courier ,,Eldho
99381000019570185,2024-12-31,DC-00850,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-668A 32GB 14""",,99381000011323171,668,,Sales," SCANGLE  DESKTOP ANDROID POS
RK3288  ANDROID 11, 2GB+32GB, DDR3, 14''  FRONT DISPLAY , CAPACITIVE TP",1.00,0.00,nos,19000.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3420.00,Tax Group,,,goods,,19000.00,40500.00,47790.00,,ST courier ,,Eldho
99381000019665047,2025-01-03,DC-00851,Job Work,Delivered,Invoiced,99381000000098082,Cochin,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE-POS TERMINAL SGT-665A 15.6""",,99381000017833689,880P,,Sales,"RK3566 QUAD CORE 2GB+32GB SSD 15.6"" FRONT DISPLAY  80MM PRINTER
",1.00,1.00,nos,22500.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4050.00,Tax Group,,,goods,,22500.00,22500.00,26550.00,,ST courier ,,Eldho
99381000019750065,2025-01-07,DC-00852,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000126001,YELLOW SCALES,KL,business_gst,32CPDPS6051P1ZG,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PRICE COMPUTING SCALE WITH POLE-GREEN,,99381000002951037,APCPQ,,Sales,"Make :YESWEIGH Model: YSP -30 
 Max :30kg e :5g
Display :Green",5.00,0.00,nos,2000.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1800.00,Tax Group,,,goods,,10000.00,10000.00,11800.00,,Customer Pick,,Eldho
99381000019811451,2025-01-09,DC-00853,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000005074017,ELMASS’ Weighing & Automation Pvt. Ltd,KL,business_gst,32AAGCE7631N1ZF,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - THERMAL PRINTER WITH BLUETOOTH,,99381000009552762,XP350BBT,,Sales,"SCANGLE THERMAL PRINER
INTERFACE : USB+BLUETOOTH,PRINTER : 80mm",1.00,0.00,nos,4700.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,846.00,Tax Group,,,goods,,4700.00,9400.00,11092.00,,Customer Pick,,Eldho
99381000019811451,2025-01-09,DC-00853,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000005074017,ELMASS’ Weighing & Automation Pvt. Ltd,KL,business_gst,32AAGCE7631N1ZF,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - THERMAL PRINTER WITH WIFI,,99381000009552781,XP350BW,,Sales,"SCANGLE THERMAL PRINER
INTERFACE :USB+ WIFI,PRINTER : 80mm",1.00,0.00,nos,4700.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,846.00,Tax Group,,,goods,,4700.00,9400.00,11092.00,,Customer Pick,,Eldho
99381000019849001,2025-01-10,DC-00854,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE-POS TERMINAL SGT-665A 15.6""",,99381000017833689,880P,,Sales,"RK3566 QUAD CORE 2GB+32GB SSD 15.6"" FRONT DISPLAY  80MM PRINTER
",1.00,0.00,nos,22500.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4050.00,Tax Group,,,goods,,22500.00,22500.00,26550.00,,Customer Pick,,Eldho
99381000019868001,2025-01-11,DC-00855,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000126001,YELLOW SCALES,KL,business_gst,32CPDPS6051P1ZG,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PLATFORM SCALE -BENCH (FG-AD1),,99381000019013465,BPCGADF,,Sales,Max:50kg e:5g Min:100g Class:III Display : Green,5.00,0.00,nos,2200.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1980.00,Tax Group,,,goods,,11000.00,11000.00,12980.00,,Customer Pick,,Eldho
99381000019913007,2025-01-14,DC-00856,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000009860101,Sanoft Technologies Pvt Ltd,KL,business_gst,32ABFCS0413E1Z1,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - THERMAL PRINTER WITH BLUETOOTH,,99381000009552762,XP350BBT,,Sales,"SCANGLE THERMAL PRINER
INTERFACE : USB+BLUETOOTH,PRINTER : 80mm",1.00,0.00,nos,4700.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,846.00,Tax Group,,,goods,,4700.00,4700.00,5546.00,,ST courier ,,Shalima KT
99381000019994055,2025-01-18,DC-00857,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-101 (A12PRO),,99381000009552547,SGT101116,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB, 11.6'' IPS SCREEN, 80mm THERMAL PRINTER",2.00,0.00,nos,21500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,7740.00,Tax Group,,,goods,,43000.00,192400.00,227032.00,,Customer Pick,,Eldho
99381000019994055,2025-01-18,DC-00857,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-668A 32GB 14""",,99381000011323171,668,,Sales," SCANGLE  DESKTOP ANDROID POS
RK3288  ANDROID 11, 2GB+32GB, DDR3, 14''  FRONT DISPLAY , CAPACITIVE TP",3.00,0.00,nos,19000.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,10260.00,Tax Group,,,goods,,57000.00,192400.00,227032.00,,Customer Pick,,Eldho
99381000019994055,2025-01-18,DC-00857,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A1 Q6,,99381000009557023,Q6,,Sales,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB,       5'' IPS DISPLAY,  58mm(2'') THERMAL PRINTER  , WIFI WITH 4G
",1.00,0.00,nos,11500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2070.00,Tax Group,,,goods,,11500.00,192400.00,227032.00,,Customer Pick,,Eldho
99381000019994055,2025-01-18,DC-00857,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - XP-350B THERMAL PRINTER,,99381000017833765,XP350BLANEC,,Sales,"USB+LAN PRINTER 80MM
",2.00,0.00,nos,3250.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1170.00,Tax Group,,,goods,,6500.00,192400.00,227032.00,,Customer Pick,,Eldho
99381000019994055,2025-01-18,DC-00857,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-101 (A12PRO-(M)),,99381000015796532,A121,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB, 11.6'' IPS SCREEN, 80mm THERMAL PRINTER",2.00,0.00,nos,21500.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,7740.00,Tax Group,,,goods,,43000.00,192400.00,227032.00,,Customer Pick,,Eldho
99381000019994055,2025-01-18,DC-00857,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - THERMAL PRINTER SGT-88IV(U+L),,99381000009552737,XP350BUL,,Sales,"SCANGLE THERMAL PRINER
INTERFACE : USB+LAN,PRINTER : 80mm",2.00,0.00,nos,4200.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1512.00,Tax Group,,,goods,,8400.00,192400.00,227032.00,,Customer Pick,,Eldho
99381000019994055,2025-01-18,DC-00857,Job Work,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-668A 15.6""",,99381000009552716,668A156,,Sales,"SKU: 664A, RK3566/2GB/16GB DDR3, 15.6''  FRONT DISPLAY HD, CAPACITIVE TP, ANDROID 11 GOOGLE PLAY WIFI/BT, ALUMINIUM FOLDABLE BODY
",1.00,0.00,nos,23000.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4140.00,Tax Group,,,goods,,23000.00,192400.00,227032.00,,Customer Pick,,Eldho
99381000020011295,2025-01-18,DC-00858,others,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-668A 14""",,99381000009552631,SGT665A14,,Sales,"RK3566/2GB/16GB DDR3, 14''  FRONT DISPLAY HD, CAPACITIVE TP, ANDROID 11, ALUMINIUM FOLDABLE BODY
",4.00,0.00,nos,18500.00,0.00,0.0,84702900,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,13320.00,Tax Group,,,goods,,74000.00,129300.00,152574.00,,Customer Pick,,Shalima KT
99381000020011295,2025-01-18,DC-00858,others,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-668A 32GB 14""",,99381000011323171,668,,Sales," SCANGLE  DESKTOP ANDROID POS
RK3288  ANDROID 11, 2GB+32GB, DDR3, 14''  FRONT DISPLAY , CAPACITIVE TP",1.00,0.00,nos,19000.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3420.00,Tax Group,,,goods,,19000.00,129300.00,152574.00,,Customer Pick,,Shalima KT
99381000020011295,2025-01-18,DC-00858,others,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - BARCODE SCANNER 1D WIRELESS-EF09,,99381000009561749,EF09,,Sales,"TYPE: LASER, INTERFACE: USB, SCAN MODE SINGLE LINE SCAN, DECODING SPEED 150 times/Second, TRANSMISSION MODE: 2.4GHz
",4.00,0.00,nos,2200.00,0.00,0.0,84716050,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1584.00,Tax Group,,,goods,,8800.00,129300.00,152574.00,,Customer Pick,,Shalima KT
99381000020011295,2025-01-18,DC-00858,others,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BARCODE SCANNER PT-138 2D,,99381000007202133,PT138,,Sales,,4.00,0.00,nos,4000.00,0.00,0.0,84716050,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2880.00,Tax Group,,,goods,,16000.00,129300.00,152574.00,,Customer Pick,,Shalima KT
99381000020011295,2025-01-18,DC-00858,others,Open,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A1 Q6,,99381000009557023,Q6,,Sales,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB,       5'' IPS DISPLAY,  58mm(2'') THERMAL PRINTER  , WIFI WITH 4G
",1.00,0.00,nos,11500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2070.00,Tax Group,,,goods,,11500.00,129300.00,152574.00,,Customer Pick,,Shalima KT
99381000020080048,2025-01-22,DC-00859,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000014693003,VENKATACHALAM & CO,TN,business_gst,33AAUFV3958J1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-664i5 15""",,99381000017833746,SGT664I5155THGEN,,Sales,"i5 5TH GEN 8+128GB SSD 15"" FRONT DISPLAY WINDOWS 10
",1.00,0.00,nos,26500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,4770.00,ItemAmount,INTD,,goods,,26500.00,26554.00,31334.00,,ST courier ,,Eldho
99381000020080048,2025-01-22,DC-00859,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000014693003,VENKATACHALAM & CO,TN,business_gst,33AAUFV3958J1ZE,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Freight Charges,,99381000000557009,COCS,,Sales,,6.00,0.00,kg,9.00,0.00,0.0,996819,FALSE,,Taxable,99381000000006196,IGST18,18.000000,9.72,ItemAmount,INTD,,service,,54.00,26554.00,31334.00,,ST courier ,,Eldho
99381000020252001,2025-01-30,DC-00860,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - LABEL PRINTER DIRECT THERMAL,,99381000011340619,LDT,,Sales,"SCANGLE LABEL PRINTER
DIRECT THERMAL,LBL PRINTER",1.00,0.00,nos,5000.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,900.00,Tax Group,,,goods,,5000.00,5000.00,5900.00,,Customer Pick,,Eldho
99381000020384001,2025-02-05,DC-00861,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - LABEL PRINTER DIRECT THERMAL,,99381000011340619,LDT,,Sales,"SCANGLE LABEL PRINTER
DIRECT THERMAL,LBL PRINTER",1.00,0.00,nos,5000.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,900.00,Tax Group,,,goods,,5000.00,5000.00,5900.00,,Customer Pick,,Eldho
99381000020486028,2025-02-10,DC-00862,Job Work,Delivered,Not Invoiced,99381000003083031,Head Office,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Bench Dual Display Front & Back (Green & Red LED),,99381000011994635,BY019,,Sales,,1.00,0.00,nos,275.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,49.50,Tax Group,,,goods,,275.00,425.00,502.00,,Customer Pick,,Eldho
99381000020486028,2025-02-10,DC-00862,Job Work,Delivered,Not Invoiced,99381000003083031,Head Office,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Front/Rear Housing for Bench G TYPE,,99381000020386635,BY021,,Sales,,1.00,0.00,nos,150.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,27.00,Tax Group,,,goods,,150.00,425.00,502.00,,Customer Pick,,Eldho
99381000020514197,2025-02-11,DC-00863,Job Work,Delivered,Not Invoiced,99381000003083031,Head Office,99381000001639413,CENTRAL SCALES,KL,business_gst,32AAHFC7300G1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ATM30RAD DISPLAY RED COLOUR,,99381000020386585,ADRC30,,Sales,,2.00,0.00,nos,250.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,90.00,Tax Group,,,goods,,500.00,500.00,590.00,,ST courier ,,Eldho
99381000020514246,2025-02-11,DC-00864,Job Work,Delivered,Not Invoiced,99381000003083031,Head Office,99381000004229099,ACCURATE ELECTRONICS-COIMBATORE,TN,business_gst,33AQNPS9095E1Z9,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Motherboard Bench & ATMPCP,,99381000006435242,BY006,,Sales,,9.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,291.60,ItemAmount,INTD,,goods,,1620.00,2140.00,2525.00,,ST courier ,,Eldho
99381000020514246,2025-02-11,DC-00864,Job Work,Delivered,Not Invoiced,99381000003083031,Head Office,99381000004229099,ACCURATE ELECTRONICS-COIMBATORE,TN,business_gst,33AQNPS9095E1Z9,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Keypad Bench 4x5,,99381000006435212,BY004,,Sales,,4.00,0.00,nos,130.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,93.60,ItemAmount,INTD,,goods,,520.00,2140.00,2525.00,,ST courier ,,Eldho
99381000020696001,2025-02-21,DC-00865,Job Work,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE-POS TERMINAL SGT-i8 15.6""  i3 3RD GEN",,99381000017833666,SGTI8156I33RDGEN,,Sales," INTEL i3 3rd GEN 4GB+128GB SSD 15.6"" FRONT DISPLAY 
11.6"" 2ND DISPLAY BUILT IN 80MM PRINTER",1.00,0.00,nos,29500.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5310.00,Tax Group,,,goods,,29500.00,29500.00,34810.00,,Customer Pick,,Eldho
99381000020683067,2025-02-21,DC-00866,Job Work,Draft,,99381000003083031,Head Office,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"DISPLAY 14.7""",,99381000019974326,D147,,Sales,,2.00,0.00,nos,4580.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,1648.80,Tax Group,,,goods,,9160.00,13740.00,16213.00,,Customer Pick,,Eldho
99381000020683067,2025-02-21,DC-00866,Job Work,Draft,,99381000003083031,Head Office,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"DISPLAY 15.6""",,99381000019974345,D156,,Sales,,1.00,0.00,nos,4580.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,824.40,Tax Group,,,goods,,4580.00,13740.00,16213.00,,Customer Pick,,Eldho
99381000020773901,2025-02-25,DC-00867,others,Open,Not Invoiced,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Electronic cash register,,99381000000194004,ECR,,Sales,,1.00,0.00,nos,11000.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1980.00,Tax Group,,,goods,,11000.00,11000.00,12980.00,1,Customer Pick,,Shalima KT
99381000020799005,2025-02-26,DC-00868,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000011971133,INTERWEIGHING PRIVATE LIMITED,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-101 (A12PRO-(ADAC)),,99381000020778183,A12N,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB, 11.6'' IPS SCREEN, 80mm THERMAL PRINTER,AUTO CUTTER,ADDITIONAL DISPLAY",1.00,0.00,nos,20400.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3672.00,Tax Group,,,goods,,20400.00,131950.00,155701.00,,Customer Pick,,Eldho
99381000020799005,2025-02-26,DC-00868,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000011971133,INTERWEIGHING PRIVATE LIMITED,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A1 A5+NFC,,99381000020792249,A5,,Sales,"SCANGLE HAND HELD ANDROID POS
MTK6580(1.3GHz) ANDROID 11,2GB+16GB, 5.5'' IPS DISPLAY, 58mm(2'') THERMAL PRINTER, WIFI WITH 4G + NFC",1.00,0.00,nos,11100.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1998.00,Tax Group,,,goods,,11100.00,131950.00,155701.00,,Customer Pick,,Eldho
99381000020799005,2025-02-26,DC-00868,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000011971133,INTERWEIGHING PRIVATE LIMITED,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-668A 15.6"" REAR (WH)",,99381000020778282,156ARD,,Sales,"RK3568/2GB/16GB SSD 15.6"" FRONT DISPLAY CAPACITIVE TP ADROID 11, 11.6"" REAR DISPLAY COLOUR -WHITE",1.00,0.00,nos,24900.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4482.00,Tax Group,,,goods,,24900.00,131950.00,155701.00,,Customer Pick,,Eldho
99381000020799005,2025-02-26,DC-00868,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000011971133,INTERWEIGHING PRIVATE LIMITED,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE-POS TERMINAL SGT-665A,,99381000017833708,880PRD,,Sales,"880P ANDROID RK3568 QUAD CORE 2GB+32GB SSD 15.6"" FRONT DISPLAY 11.6"" 2ND DISPLAY  80MM PRINTER
",1.00,0.00,nos,28000.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5040.00,Tax Group,,,goods,,28000.00,131950.00,155701.00,,Customer Pick,,Eldho
99381000020799005,2025-02-26,DC-00868,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000011971133,INTERWEIGHING PRIVATE LIMITED,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-668A 32GB 14""",,99381000011323171,668,,Sales," SCANGLE  DESKTOP ANDROID POS
RK3288  ANDROID 11, 2GB+32GB, DDR3, 14''  FRONT DISPLAY , CAPACITIVE TP",1.00,0.00,nos,18900.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3402.00,Tax Group,,,goods,,18900.00,131950.00,155701.00,,Customer Pick,,Eldho
99381000020799005,2025-02-26,DC-00868,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000011971133,INTERWEIGHING PRIVATE LIMITED,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A7 (M),,99381000015796551,A14,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB,  14'' IPS SCREEN,80mm THERMAL PRINTER AUTO CUTTER",1.00,0.00,nos,24750.00,0.00,0.0,84705010,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4455.00,Tax Group,,,goods,,24750.00,131950.00,155701.00,,Customer Pick,,Eldho
99381000020799005,2025-02-26,DC-00868,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000011971133,INTERWEIGHING PRIVATE LIMITED,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - BARCODE 2D SCANNER PT-138 (Square),,99381000020778244,PT138SCR882CSQ,,Sales,Barcode Printer 2D,1.00,0.00,nos,3900.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,702.00,Tax Group,,,goods,,3900.00,131950.00,155701.00,,Customer Pick,,Eldho
